time,position
1970—1984,历任陆军第14军战士、侦察班长、代理排长；
1984—1999.08,历任陆军第14军司令部侦察处长、陆军第14集团军40师118团团长、驻坦桑尼亚武官、陆军第14集团军40师副参谋长、西藏军区山地步兵第52旅旅长、西藏军区副参谋长；
1999.08—2004.12,西藏军区参谋长、重庆警备区副司令员；
2004.12—2006.12,陆军第14集团军军长；
2007.06—2008.01,陆军第13集团军军长；
2008.01—2012.11,中国人民解放军济南军区参谋长、军区党委常委；
2012.11—2016.02 ,中国人民解放军济南军区司令员、党委副书记。
2016.02—,中国人民解放军西部战区司令员、党的十七、十八大、十九大代表、中国共产党第十八届、十九届中央委员会委员
