time,position
1987—1992,分别任财政部会计司一处副处长、处长；
1992—1993,财政部办公厅部长秘书室处长级秘书；
1993—1994,中国注册会计师协会副秘书长；
1994—1998,财政部办公厅副主任（1996.以后主持工作）；
1998.07—2003.09,财政部办公厅主任、新闻发言人；
2003.09—2005.10,财政部部长助理、党组成员；
2005.10—2012.04,财政部副部长、党组成员；
2012.04—2013.03,财政部副部长、党组副书记；
2013.03—,国家税务总局党组书记、局长。
