time,position
1973.03—1978,到福建省沙县插队。
1978.—2001,先后在福建林学院、福建省轻工业研究所、福建省罗源县、福建省轻纺工业总公司、福建省国际信托投资公司工作、历任系副主任、组织部长、研究所所长、县委副书记、总经理助理、副总裁
2001—2008,历任驻印度使馆参赞、驻圭亚那大使、外交部国外工作局局长、驻菲律宾大使。
2008.08—,任外交部纪委书记、党委委员。
2011.09—,任外交部副部长
2013.11—,任中央外事工作领导小组办公室副主任。
2014.09—,任中央外事工作领导小组办公室主持常务工作的副主任（正部长级）。
2015.11—,任中央对外联络部部长、中国共产党第十九届中央委员会委员、党的十九大代表
