time,position
1978.10—1982.7,在中国人民大学科学社会主义系学习
1983.9—1986.7,在中共中央党校理论部党建专业学习。
1986—2000,历任《求是》杂志社政治理论部主任、中共中央宣传部政策法规研究室主任、副秘书长兼理论局局长。
2000.3—2008.5,任中共中央宣传部副部长
2008.5—2014.12,任中共中央宣传部常务副部长兼中央精神文明建设指导委员会办公室主任。
2014.12,任文化部党组书记、部长。
