time,position
2001.12,历任空军航空兵第二十四师七十一团副团长、团长、副师长、北空训练基地司令员。
2001.12—2003.12,任空八军参谋长。
2003.12—2007.12,任空军福州指挥所司令员。
2007.12—2009.1,任空军指挥学院院长。
2009.1—2012.8,任成都军区空军参谋长。
2012.8—2016.2,任沈阳军区副司令员兼军区空军司令员。
2016.2—2017.8,任中国人民解放军北部战区空军司令员。 
2017.8—,任中国人民解放军空军司令员。
