time,position
—2014.12,曾任第40集团军参谋长、副军长、第39集团军副军长、黑龙江省军区司令员等职；
2014.12—2016.08,任沈阳军区副司令员；
2016.08—2016.12,任军委国防动员部部长。
2016.12—,军委国防动员部部长兼任国家国防动员委员会秘书长、中国共产党第十九届中央委员会委员、第十二届全国人大代表、党的十九大代表。
