time,position
1979, 历任排长、连长、营长、团参谋长、团长、师参谋长、边防某守备师师长、某应急机动作战师师长、中国人民解放军陆军第41集团军副军长。
1979—1998.04,李作成参加对越自卫还击战、“尖刀英雄连”、“战斗英雄”
1998.04—2002.11, 任第41集团军军长。
2002.11—2008.01, 任中国人民解放军广州军区副参谋长。
2008.01—2013.07, 任中国人民解放军成都军区副司令员。 
2013.07—2015.12, 任中国人民解放军成都军区司令员。
2015.12—2017.08, 任中国人民解放军陆军司令员。
2017.08—2017.10, 任中国共产党中央军事委员会联合参谋部参谋长。 
2017.10—, 任中国共产党中央军事委员会委员、中国共产党中央军事委员会联合参谋部参谋长。
