time,position
1987—1996,先后工作于上海市经济体制改革办公室、国家经济体制改革委员会、中国建设银行。
1996—1998,任中国人民银行银行司助理巡视员、副司长；
1998—2002,任中国人民银行银行监管二司副司长、司长；
2002—2004,任中国人民银行办公厅主任、党委办公室主任；
2004.07—2006.06,任中国人民银行党委委员、行长助理；
2006.06—2014.10,任中国人民银行党委委员、副行长；
2014.10—2014.12,任中国农业银行股份有限公司党委书记、执行董事候选人
2014.12—2016.02,任中国农业银行党委书记、董事长；
2016.02—2016.3,任中国证券监督管理委员会主席、党委书记
2016.3—,任中国证券监督管理委员会主席、党委书记、货币政策委员会委员
