time,position
1993—1996,分别任外交部办公厅副处级秘书、正处级秘书；
1996—1997,在英国牛津大学外交官研究生班学习；
2000—2004,任财政部国际司助理巡视员、副司长；
2005—2007,任驻亚洲开发银行中国执行董事；
2007—2012.04,任财政部国际司司长；
2012.04—2013.07,任财政部部长助理、党组成员；
2013.07—2016.03,任福建省人民政府副省长；
2016.03—2016.04,任福建省委常委、省人民政府副省长；
2016.04—2016.06,任福建省委常委、省委秘书长。
2016.06—2017.09,任中央对外联络部副部长。
2017.09—,任中央人民政府驻澳门特别行政区联络办公室主任、中国共产党第十九届中央委员会委员、党的十九大代表
