time,position
1993,曾先后在北京农业大学经管系及研究生院、中国农业科学院研究生院学习。
1993—2008,历任国务院研究室农村司处长、副司长、巡视员、司长。
2008.04—2009.10,任国务院研究室党组成员兼机关党委书记。
2009.10—2015.12,任国务院研究室党组成员、副主任、机关党委书记 
2015.12—2016.6,任国务院研究室党组副书记、副主任、机关党委书记。
2016.6—,任国务院研究室党组书记、主任、中国共产党第十九届中央委员会委员、党的十九大代表
